"train_loss","val_loss"
"2.2514256235888546","2.197780764102936"
"2.146639219635283","2.0936831533908844"
"2.0437432469614327","1.9907735675573348"
"1.9416599743201604","1.8888922303915023"
"1.8407395251876557","1.7887916713953018"
"1.7419921678045522","1.6917909175157546"
"1.6466382080331787","1.5988981515169143"
"1.555842543197105","1.5111527651548387"
"1.4703747744450484","1.4292894452810287"
"1.3911920346872275","1.3538482338190079"
"1.3185546221330648","1.2853767454624176"
"1.2531999806918757","1.2239955961704254"
"1.194932701947439","1.1694774806499482"
"1.1434770883501644","1.121542477607727"
"1.0984272959896975","1.07967911362648"
"1.0591068962955719","1.0432862803339957"
"1.0252137630796798","1.0119215309619904"
"0.9957963269384925","0.9848397195339202"
"0.9706235765801061","0.9614859402179718"
"0.9488033772734425","0.941523277759552"
"0.930192017189377","0.9244778215885162"
"0.914314791064738","0.9098281294107438"
"0.9006950722630981","0.8974945843219757"
"0.8893221084723997","0.887151075899601"
"0.8795053007657571","0.8782609835267067"
"0.871308028850409","0.8710668876767158"
"0.8646263728666184","0.8648120149970054"
"0.8590023156322176","0.8597249045968056"
"0.8546450221934891","0.8559211924672127"
"0.8511161990177906","0.852766141295433"
"0.848548102561775","0.8503671690821648"
"0.8465663331853764","0.8489505186676979"
"0.8453860781381807","0.8480472415685654"
"0.844875321363854","0.8478631675243378"
"0.8449849750074889","0.8481551676988601"
"0.845502361922008","0.8489684030413628"
"0.8467758325359706","0.8503937542438507"
"0.8481497735623509","0.8519739449024201"
"0.8500343859957917","0.8540952742099762"
"0.8522080327848645","0.8564209088683128"
"0.8548889716567896","0.8589752167463303"
"0.8578865482374225","0.8620980709791184"
"0.8608263250811935","0.8651355311274529"
"0.8643727413833598","0.8691147193312645"
"0.8678196089347","0.8727416515350341"
"0.871736613533381","0.8768429711461068"
"0.8758896721903321","0.8807672783732414"
"0.8800542232630503","0.8853049099445343"
"0.884515731231026","0.890330895781517"
"0.8890916156341963","0.8948169991374015"
"0.8937390059461374","0.899646632373333"
"0.8985424492975025","0.905384773015976"
"0.9039863273310844","0.9108839049935341"
"0.909176269455639","0.9166632160544396"
"0.9147064242216633","0.9215798273682594"
"0.9202841534029187","0.9277942612767219"
"0.9261445645481119","0.9338707104325294"
"0.9319938156001099","0.9399509236216546"
"0.937808000218228","0.9458914831280708"
"0.9438300785201285","0.9530272006988525"
"0.9501686641932143","0.9586255490779877"
"0.956431287786235","0.966396301984787"
"0.9629347499679116","0.9724485039710998"
"0.9694334699979523","0.9785783052444458"
"0.9760956829771057","0.9853542685508728"
"0.9827727237930688","0.9906315132975578"
"0.9894825729262798","0.9992316693067551"
"0.9958449532003963","1.0049784079194068"
"1.0036661786496486","1.0108728229999542"
"1.0097110744022653","1.0189481630921364"
"1.0167366372959694","1.0271354392170906"
"1.0237104569554634","1.0336583107709885"
"1.0304947652475303","1.0413814559578896"
"1.0379311360056749","1.0473139733076096"
"1.0447479202924177","1.0569508522748947"
"1.0525674004384014","1.0640868633985519"
"1.059453945178205","1.0744752749800681"
"1.0673583395340864","1.0732067093253135"
"1.073208513162325","1.0886733293533326"
"1.0809572521987778","1.094277374446392"
"1.0890878397790367","1.1044244214892387"
"1.0966555204842707","1.110638727247715"
